Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,120.01000213623047,120.36000061035156,117.45999908447266,118.0,105.26179504394531,1071900
2020-01-03,117.2300033569336,120.18000030517578,117.08000183105469,119.94000244140625,106.99237823486328,869400
2020-01-06,119.47000122070312,119.6500015258789,118.05000305175781,118.86000061035156,106.02896118164062,1151000
2020-01-07,118.37999725341797,118.52999877929688,116.76000213623047,117.69000244140625,104.98526763916016,1006400
2020-01-08,117.83999633789062,118.94999694824219,117.23999786376953,118.70999908447266,105.89514923095703,2553900
2020-01-09,118.30000305175781,119.66999816894531,118.06999969482422,118.72000122070312,105.90408325195312,980000
2020-01-10,119.05999755859375,120.66999816894531,118.44999694824219,120.37000274658203,107.37596893310547,2048800
2020-01-13,120.61000061035156,122.19999694824219,119.76000213623047,121.97000122070312,108.80323791503906,2072100
2020-01-14,121.97000122070312,122.69999694824219,119.9800033569336,120.75,107.7149429321289,2408200
2020-01-15,120.95999908447266,121.91999816894531,120.62000274658203,120.98999786376953,107.92903137207031,1443700
2020-01-16,122.8499984741211,123.98999786376953,122.0999984741211,123.66999816894531,110.31971740722656,2232100
2020-01-17,123.81999969482422,124.77999877929688,123.1500015258789,124.44000244140625,111.00660705566406,1355000
2020-01-21,124.43000030517578,125.80999755859375,123.80000305175781,125.7300033569336,112.15735626220703,1286400
2020-01-22,126.0999984741211,127.16999816894531,125.80999755859375,126.27999877929688,112.6479721069336,1648000
2020-01-23,126.12000274658203,127.5199966430664,126.05000305175781,127.11000061035156,113.38837432861328,1258900
2020-01-24,127.44000244140625,129.16000366210938,126.97000122070312,128.25999450683594,114.41421508789062,1916300
2020-01-27,127.5199966430664,129.47000122070312,127.5199966430664,129.02000427246094,115.0921859741211,1527000
2020-01-28,129.1300048828125,130.30999755859375,129.1300048828125,129.82000732421875,115.80583190917969,1678100
2020-01-29,130.22000122070312,130.44000244140625,127.5,127.62999725341797,113.85222625732422,1895900
2020-01-30,127.20999908447266,128.3000030517578,125.5199966430664,125.73999786376953,112.16625213623047,1594700
2020-01-31,125.61000061035156,126.13999938964844,122.4000015258789,122.98999786376953,109.713134765625,1923000
2020-02-03,123.37000274658203,124.51000213623047,122.72000122070312,123.13999938964844,109.846923828125,1396000
2020-02-04,123.63999938964844,125.4800033569336,123.33000183105469,124.98999786376953,111.49723815917969,1222500
2020-02-05,125.12000274658203,125.1500015258789,123.45999908447266,123.86000061035156,110.48921203613281,1748300
